id,employee_id,department,objective,key_result,progress,performance_score,start_date,end_date,status,priority,effort_hours,actual_hours,quality_score,team_size,budget,actual_spent
375,EMP_087,Operations,Reduce operational costs,Enter 3 new markets,0.751,0.487,2024-05-31,2024-12-31,Active,Low,65,104,0.7440049921015283,4,18386,21898
376,EMP_056,Operations,Boost sales performance,Increase revenue by 25%,0.818,0.779,2024-02-28,2024-12-31,Active,Low,176,137,0.8533967612351482,6,49066,25388
377,EMP_003,Operations,Reduce operational costs,Increase revenue by 25%,0.858,0.947,2024-06-26,2024-12-31,Active,Low,166,166,0.8386936535972969,3,38139,24982
378,EMP_014,Finance,Reduce operational costs,Achieve 95% customer satisfaction score,0.884,0.683,2024-12-03,2024-12-31,Active,Medium,118,132,0.8296159069261351,2,48254,23594
379,EMP_008,Marketing,Expand market reach,Reduce costs by 15%,0.949,0.691,2024-12-17,2024-12-31,Completed,High,199,155,0.6825814301186096,5,28649,27770
380,EMP_031,Finance,Increase customer satisfaction,Enter 3 new markets,0.498,0.777,2024-07-27,2024-12-31,Active,High,128,66,0.6946572201533207,5,20804,23672
381,EMP_022,Marketing,Reduce operational costs,Reduce bug reports by 30%,0.551,1.0,2024-09-29,2024-12-31,Active,Medium,169,92,0.9042089924800373,6,15832,16513
382,EMP_020,Marketing,Increase customer satisfaction,Reduce costs by 15%,0.754,0.744,2024-07-03,2024-12-31,Active,Medium,48,93,0.9195523348965258,6,40489,37047
383,EMP_055,Finance,Expand market reach,Increase revenue by 25%,0.78,0.757,2024-04-06,2024-12-31,Active,High,171,81,0.8678476663885389,3,48066,30674
384,EMP_055,HR,Enhance team productivity,Enter 3 new markets,0.911,0.761,2024-12-27,2024-12-31,Completed,High,52,138,0.8406319938061635,1,5228,23240
385,EMP_043,Finance,Improve product quality,Achieve 95% customer satisfaction score,0.805,0.797,2024-09-04,2024-12-31,Active,Medium,145,94,0.8981053291125483,2,21576,22963
386,EMP_029,Finance,Improve product quality,Enter 3 new markets,0.933,0.738,2024-10-24,2024-12-31,Completed,Low,167,166,0.861559799706372,7,29658,22414
387,EMP_086,Engineering,Enhance team productivity,Increase revenue by 25%,0.57,0.5,2024-07-30,2024-12-31,Active,Medium,196,96,1.0191602165377414,1,18854,23450
388,EMP_017,Operations,Expand market reach,Achieve 95% customer satisfaction score,0.555,0.652,2024-02-26,2024-12-31,Active,Medium,74,108,0.8407658637008147,5,47511,10191
389,EMP_061,Operations,Improve product quality,Complete 90% of sprint goals,0.717,0.832,2024-11-22,2024-12-31,Active,Low,85,157,0.7236291706020997,2,46993,20338
390,EMP_012,Operations,Expand market reach,Achieve 95% customer satisfaction score,0.478,0.651,2024-02-27,2024-12-31,Active,Medium,185,84,0.7877872162743286,7,10529,11562
391,EMP_077,HR,Boost sales performance,Reduce bug reports by 30%,0.93,0.959,2024-02-24,2024-12-31,Completed,Low,108,156,0.7950640145064558,1,42711,27684
392,EMP_078,Finance,Improve product quality,Increase revenue by 25%,0.787,0.624,2024-02-03,2024-12-31,Active,High,190,135,0.9219351449290836,7,48601,26306
393,EMP_043,Engineering,Increase customer satisfaction,Reduce costs by 15%,0.957,0.587,2024-04-12,2024-12-31,Completed,Medium,110,163,0.9424410187274994,5,12099,27325
394,EMP_063,Sales,Boost sales performance,Complete 90% of sprint goals,0.683,1.0,2024-01-15,2024-12-31,Active,Medium,194,125,0.7611536797641191,3,25977,23555
395,EMP_058,Sales,Enhance team productivity,Reduce bug reports by 30%,0.684,0.92,2024-08-02,2024-12-31,Active,Medium,113,92,0.9854441072784276,5,9136,17851
396,EMP_057,Sales,Increase customer satisfaction,Complete 90% of sprint goals,0.697,0.744,2024-12-02,2024-12-31,Active,High,156,96,1.0375571460034339,2,23122,29011
397,EMP_085,Finance,Improve product quality,Reduce costs by 15%,1.0,1.0,2024-09-30,2024-12-31,Completed,Medium,140,134,0.8929350235422472,6,37924,31906
398,EMP_020,Marketing,Enhance team productivity,Achieve 95% customer satisfaction score,0.723,0.799,2024-09-03,2024-12-31,Active,Low,129,75,0.8356884263036222,2,12853,25619
399,EMP_092,Engineering,Improve product quality,Reduce costs by 15%,0.388,0.872,2024-03-16,2024-12-31,Active,High,102,79,0.9157598481704491,2,24810,3316
400,EMP_100,Finance,Expand market reach,Enter 3 new markets,0.96,0.745,2024-04-27,2024-12-31,Completed,Medium,196,152,1.0758827121908188,4,18647,25403
401,EMP_071,Engineering,Expand market reach,Increase revenue by 25%,0.796,0.662,2024-06-09,2024-12-31,Active,Medium,160,97,0.8408155235665045,4,5067,19457
402,EMP_012,Sales,Enhance team productivity,Achieve 95% customer satisfaction score,0.232,0.648,2024-04-07,2024-12-31,Active,Medium,188,54,0.9252682315286057,6,11447,1032
403,EMP_002,HR,Enhance team productivity,Increase revenue by 25%,0.747,0.908,2024-10-22,2024-12-31,Active,Medium,139,85,0.7760667210643276,4,29813,20677
404,EMP_094,Finance,Boost sales performance,Increase revenue by 25%,0.595,0.928,2024-04-16,2024-12-31,Active,High,87,87,0.9874798914563165,7,17479,12380
405,EMP_003,Sales,Reduce operational costs,Reduce costs by 15%,1.0,0.886,2024-04-02,2024-12-31,Completed,Medium,56,193,0.8621507296840742,1,32914,32052
406,EMP_035,Operations,Expand market reach,Reduce bug reports by 30%,0.789,0.807,2024-08-25,2024-12-31,Active,Medium,49,141,0.7891773492555241,6,16998,25489
407,EMP_001,HR,Enhance team productivity,Reduce bug reports by 30%,0.671,0.635,2024-08-01,2024-12-31,Active,High,171,87,0.8719796734998102,4,26584,15945
408,EMP_051,Marketing,Increase customer satisfaction,Complete 90% of sprint goals,0.867,1.0,2024-05-18,2024-12-31,Active,High,49,116,0.790888326261529,4,28004,29816
409,EMP_076,Finance,Expand market reach,Enter 3 new markets,0.901,0.893,2024-08-23,2024-12-31,Completed,Medium,59,144,0.9319888153981797,1,26797,26872
410,EMP_044,Sales,Expand market reach,Reduce bug reports by 30%,0.641,0.821,2024-10-20,2024-12-31,Active,Low,49,92,0.7316224049181472,6,25308,25506
411,EMP_057,Operations,Increase customer satisfaction,Increase revenue by 25%,0.89,0.919,2024-08-31,2024-12-31,Active,Medium,66,156,0.7964578122666651,2,49825,33950
412,EMP_057,HR,Expand market reach,Reduce costs by 15%,0.717,0.857,2024-10-15,2024-12-31,Active,High,41,149,0.7979136334849144,2,25914,13591
413,EMP_018,Operations,Expand market reach,Reduce costs by 15%,0.692,0.862,2024-12-08,2024-12-31,Active,High,178,114,0.9560592335982366,1,38710,21500
414,EMP_042,Marketing,Improve product quality,Reduce costs by 15%,0.385,0.662,2024-09-07,2024-12-31,Active,Medium,104,48,0.8327836885721954,1,39695,7239
415,EMP_018,Engineering,Reduce operational costs,Reduce bug reports by 30%,0.427,0.845,2024-10-11,2024-12-31,Active,Low,129,49,0.853675822654943,7,8659,14002
416,EMP_082,Finance,Reduce operational costs,Enter 3 new markets,0.83,0.96,2024-07-22,2024-12-31,Active,Low,112,126,0.9461987189071841,5,16593,23712
417,EMP_052,Finance,Increase customer satisfaction,Reduce costs by 15%,0.925,0.73,2024-09-04,2024-12-31,Completed,Low,46,163,0.9627374010445556,7,26646,30615
418,EMP_065,HR,Boost sales performance,Complete 90% of sprint goals,0.609,0.733,2024-08-08,2024-12-31,Active,High,190,99,0.8363065011390596,7,9711,20229
419,EMP_080,Finance,Improve product quality,Achieve 95% customer satisfaction score,0.239,0.821,2024-08-31,2024-12-31,Active,Medium,67,34,0.8661781912601257,6,23252,4022
420,EMP_058,Operations,Boost sales performance,Reduce bug reports by 30%,0.172,1.0,2024-03-11,2024-12-31,Active,High,140,5,0.9149364684337526,5,13412,9205
421,EMP_083,Operations,Boost sales performance,Reduce bug reports by 30%,1.0,0.933,2024-10-07,2024-12-31,Completed,Low,137,154,0.9856583385827982,5,47292,26618
422,EMP_078,HR,Reduce operational costs,Achieve 95% customer satisfaction score,0.531,0.743,2024-01-28,2024-12-31,Active,Medium,119,74,0.8354748705745011,2,28718,14331
423,EMP_096,Sales,Increase customer satisfaction,Increase revenue by 25%,0.774,0.705,2024-06-18,2024-12-31,Active,Medium,129,157,0.9500021715092822,6,13624,26398
424,EMP_087,Sales,Increase customer satisfaction,Enter 3 new markets,0.425,0.783,2024-06-16,2024-12-31,Active,Low,82,60,0.9391303686869755,4,44385,12779
425,EMP_080,Engineering,Reduce operational costs,Increase revenue by 25%,0.446,0.405,2024-07-13,2024-12-31,Active,Medium,152,56,0.8465478200168689,7,26972,18337
426,EMP_031,Sales,Expand market reach,Reduce costs by 15%,0.707,0.672,2024-05-24,2024-12-31,Active,Medium,76,80,0.8067226116411611,2,32043,25166
427,EMP_100,HR,Enhance team productivity,Increase revenue by 25%,0.441,0.776,2024-04-26,2024-12-31,Active,Low,73,31,0.7998271095071121,7,49921,22310
428,EMP_060,Marketing,Reduce operational costs,Achieve 95% customer satisfaction score,0.681,0.654,2024-03-25,2024-12-31,Active,Medium,88,128,0.8402169187900056,5,24751,14903
429,EMP_038,Marketing,Boost sales performance,Complete 90% of sprint goals,0.556,0.823,2024-04-06,2024-12-31,Active,Medium,82,54,1.11376948879639,2,21645,16997
430,EMP_091,Finance,Enhance team productivity,Enter 3 new markets,0.768,0.349,2024-06-30,2024-12-31,Active,High,195,134,0.8300333573862602,7,19021,14503
431,EMP_057,Finance,Boost sales performance,Achieve 95% customer satisfaction score,0.591,0.822,2024-11-18,2024-12-31,Active,High,166,83,0.8317925529908073,4,26939,26854
432,EMP_070,Marketing,Reduce operational costs,Reduce costs by 15%,0.702,0.971,2024-11-17,2024-12-31,Active,Low,174,100,1.0454297238025312,3,20123,27295
433,EMP_073,Engineering,Boost sales performance,Reduce bug reports by 30%,1.0,0.728,2024-01-17,2024-12-31,Completed,High,156,158,0.8352480435381944,6,26560,25786
434,EMP_030,Marketing,Boost sales performance,Achieve 95% customer satisfaction score,0.827,0.827,2024-10-09,2024-12-31,Active,Low,148,90,0.7910107682244392,1,19444,28310
435,EMP_001,Sales,Boost sales performance,Increase revenue by 25%,0.655,0.73,2024-12-07,2024-12-31,Active,Medium,151,106,0.897143986649484,2,21378,20700
436,EMP_044,Operations,Expand market reach,Reduce bug reports by 30%,0.532,0.686,2024-02-07,2024-12-31,Active,Low,176,80,0.8119003594066609,7,18490,18681
437,EMP_035,Sales,Reduce operational costs,Enter 3 new markets,0.902,0.756,2024-07-22,2024-12-31,Completed,Medium,189,132,0.8147555134223983,5,32301,29120
438,EMP_095,HR,Improve product quality,Reduce costs by 15%,0.63,0.813,2024-03-14,2024-12-31,Active,Low,147,132,0.9659381043300522,4,7042,23751
439,EMP_034,Operations,Improve product quality,Enter 3 new markets,1.0,0.665,2024-11-21,2024-12-31,Completed,Medium,140,130,0.8291531789459592,6,29405,27167
440,EMP_007,Finance,Improve product quality,Complete 90% of sprint goals,0.526,0.838,2024-02-21,2024-12-31,Active,Medium,108,74,0.7357921760905619,6,8587,15923
441,EMP_024,Marketing,Boost sales performance,Increase revenue by 25%,0.386,0.723,2024-06-24,2024-12-31,Active,Medium,74,62,0.6754292567140348,5,8395,6111
442,EMP_099,Engineering,Increase customer satisfaction,Reduce bug reports by 30%,0.85,0.797,2024-11-03,2024-12-31,Active,Low,61,133,0.9437066875102031,3,33091,22543
443,EMP_058,HR,Reduce operational costs,Complete 90% of sprint goals,0.782,0.662,2024-01-13,2024-12-31,Active,Medium,136,98,0.6535042041333061,5,10666,13148
444,EMP_011,Operations,Reduce operational costs,Reduce bug reports by 30%,0.687,0.849,2024-07-18,2024-12-31,Active,Low,114,155,0.6691414042825097,6,8880,18342
445,EMP_063,HR,Increase customer satisfaction,Reduce bug reports by 30%,0.7,0.549,2024-07-17,2024-12-31,Active,Low,184,87,0.8335259069895897,7,24073,22283
446,EMP_079,HR,Increase customer satisfaction,Reduce costs by 15%,0.909,1.0,2024-10-15,2024-12-31,Completed,Medium,153,145,0.7974369066014615,6,14589,27437
447,EMP_037,Operations,Boost sales performance,Reduce bug reports by 30%,0.656,0.556,2024-10-26,2024-12-31,Active,Medium,126,57,1.0542069652927881,3,27340,24122
448,EMP_045,HR,Reduce operational costs,Increase revenue by 25%,0.822,0.949,2024-05-07,2024-12-31,Active,Low,86,101,0.7813720864244915,7,30563,17503
449,EMP_098,Finance,Improve product quality,Increase revenue by 25%,0.569,0.942,2024-05-04,2024-12-31,Active,Medium,78,97,0.8335439030377325,1,6893,22484
450,EMP_021,Operations,Expand market reach,Reduce bug reports by 30%,0.939,1.0,2024-04-08,2024-12-31,Completed,Low,198,176,0.9335424471893048,3,13787,24337
451,EMP_067,Marketing,Improve product quality,Reduce bug reports by 30%,0.778,0.7,2024-03-09,2024-12-31,Active,High,41,154,0.8310607557489297,7,19345,19876
452,EMP_085,Engineering,Expand market reach,Achieve 95% customer satisfaction score,0.444,0.886,2024-12-11,2024-12-31,Active,Medium,65,85,0.7738570245574415,3,28183,11448
453,EMP_001,Finance,Boost sales performance,Complete 90% of sprint goals,0.749,0.856,2024-11-17,2024-12-31,Active,Medium,194,108,0.9195863839093785,3,25837,24026
454,EMP_064,Operations,Reduce operational costs,Increase revenue by 25%,0.434,0.765,2024-09-04,2024-12-31,Active,Medium,85,70,0.6563247297497534,1,43553,9221
455,EMP_010,Finance,Expand market reach,Complete 90% of sprint goals,0.652,0.727,2024-12-07,2024-12-31,Active,Low,190,84,0.8233869598691332,6,42275,18720
456,EMP_097,Engineering,Increase customer satisfaction,Achieve 95% customer satisfaction score,0.706,0.567,2024-03-30,2024-12-31,Active,High,88,126,0.9688596823087008,7,30820,30438
457,EMP_005,Sales,Improve product quality,Complete 90% of sprint goals,0.947,0.635,2024-11-17,2024-12-31,Completed,High,112,128,0.8965773318490823,6,18436,30021
458,EMP_070,Finance,Improve product quality,Reduce bug reports by 30%,1.0,0.927,2024-07-22,2024-12-31,Completed,Medium,76,170,0.9147010364382497,4,28104,29980
459,EMP_065,Engineering,Boost sales performance,Achieve 95% customer satisfaction score,0.876,0.705,2024-11-06,2024-12-31,Active,Low,84,148,0.7922079223167289,4,39275,20103
460,EMP_016,Engineering,Improve product quality,Increase revenue by 25%,0.885,0.796,2024-03-08,2024-12-31,Active,Low,108,167,0.8729146834499112,2,14318,26329
461,EMP_041,Sales,Improve product quality,Increase revenue by 25%,0.417,0.756,2024-02-18,2024-12-31,Active,Medium,140,40,0.9044037856773779,4,15737,7586
462,EMP_077,Engineering,Enhance team productivity,Increase revenue by 25%,0.867,0.714,2024-08-04,2024-12-31,Active,Medium,122,133,0.8082569618010568,6,25183,27728
463,EMP_053,HR,Enhance team productivity,Complete 90% of sprint goals,1.0,0.611,2024-01-22,2024-12-31,Completed,Medium,60,154,0.7261436810965333,4,42534,28861
464,EMP_049,Finance,Improve product quality,Complete 90% of sprint goals,0.532,0.798,2024-12-18,2024-12-31,Active,Low,142,80,0.7597396013139509,3,45164,12300
465,EMP_082,HR,Enhance team productivity,Reduce costs by 15%,0.406,0.51,2024-12-20,2024-12-31,Active,High,120,62,0.7588323539198116,3,35544,9771
466,EMP_018,Engineering,Expand market reach,Achieve 95% customer satisfaction score,1.0,0.6,2024-06-18,2024-12-31,Completed,High,118,138,0.994985351977335,1,41784,22869
467,EMP_044,Marketing,Expand market reach,Increase revenue by 25%,1.0,0.559,2024-11-15,2024-12-31,Completed,Medium,145,155,0.893429607599536,2,41975,34262
468,EMP_092,HR,Reduce operational costs,Complete 90% of sprint goals,0.504,0.893,2024-03-09,2024-12-31,Active,Low,84,106,0.790358859203112,4,30628,13628
469,EMP_003,Sales,Increase customer satisfaction,Reduce costs by 15%,0.699,0.701,2024-03-02,2024-12-31,Active,Low,107,88,0.8201593728076156,4,40490,18143
470,EMP_061,Operations,Increase customer satisfaction,Complete 90% of sprint goals,0.916,0.831,2024-05-09,2024-12-31,Completed,Medium,116,126,0.8311738664913694,4,5767,33455
471,EMP_056,Marketing,Increase customer satisfaction,Reduce bug reports by 30%,0.627,0.829,2024-02-24,2024-12-31,Active,Low,180,102,0.8161961959090054,5,22194,23209
472,EMP_076,Engineering,Enhance team productivity,Reduce bug reports by 30%,0.701,0.85,2024-05-25,2024-12-31,Active,High,139,108,0.8154835294550203,2,21874,23468
473,EMP_030,Sales,Increase customer satisfaction,Achieve 95% customer satisfaction score,0.873,0.67,2024-10-01,2024-12-31,Active,High,114,128,0.8915272579113274,7,45927,20328
474,EMP_050,Sales,Reduce operational costs,Complete 90% of sprint goals,1.0,0.732,2024-04-06,2024-12-31,Completed,Low,55,194,0.8856252788706084,4,26575,36307
475,EMP_005,Sales,Enhance team productivity,Reduce costs by 15%,0.689,0.98,2024-01-22,2024-12-31,Active,Low,52,111,0.802730046762913,1,6770,19219
476,EMP_026,Finance,Increase customer satisfaction,Reduce bug reports by 30%,0.776,0.64,2024-05-13,2024-12-31,Active,Medium,89,120,1.0248575914058533,3,10544,21327
477,EMP_072,HR,Improve product quality,Achieve 95% customer satisfaction score,0.427,0.766,2024-03-10,2024-12-31,Active,Medium,189,46,0.549375557189032,4,8981,7424
478,EMP_071,Sales,Increase customer satisfaction,Reduce costs by 15%,0.775,0.602,2024-07-01,2024-12-31,Active,Low,48,120,0.8176520578123373,5,13417,17455
479,EMP_051,Sales,Improve product quality,Increase revenue by 25%,0.579,0.805,2024-04-29,2024-12-31,Active,Low,109,119,0.7068803777421373,3,7370,8506
480,EMP_076,Finance,Boost sales performance,Increase revenue by 25%,0.622,0.773,2024-05-08,2024-12-31,Active,Low,131,62,0.9361436525632805,5,16560,19904
481,EMP_002,Finance,Reduce operational costs,Increase revenue by 25%,0.78,0.802,2024-11-09,2024-12-31,Active,Medium,68,108,0.7549936502533873,4,7024,22997
482,EMP_002,Sales,Expand market reach,Increase revenue by 25%,0.799,0.844,2024-11-29,2024-12-31,Active,High,87,126,0.86263141994832,2,33561,21612
483,EMP_009,Operations,Reduce operational costs,Achieve 95% customer satisfaction score,0.763,0.629,2024-02-13,2024-12-31,Active,High,56,109,0.9092530307317761,6,40030,20566
484,EMP_011,Finance,Boost sales performance,Increase revenue by 25%,0.904,0.819,2024-06-09,2024-12-31,Completed,Low,133,121,0.8729551140261541,4,13222,26876
485,EMP_011,Engineering,Improve product quality,Achieve 95% customer satisfaction score,0.414,0.958,2024-06-28,2024-12-31,Active,High,124,64,0.5329574264121943,6,22043,12592
486,EMP_032,Sales,Expand market reach,Achieve 95% customer satisfaction score,1.0,0.861,2024-11-02,2024-12-31,Completed,High,52,140,0.8991873212441985,1,47274,23451
487,EMP_076,Operations,Reduce operational costs,Reduce bug reports by 30%,0.477,0.905,2024-06-23,2024-12-31,Active,Medium,170,88,0.8673486973227088,5,8543,17442
488,EMP_088,Sales,Enhance team productivity,Complete 90% of sprint goals,0.83,0.712,2024-07-23,2024-12-31,Active,High,78,148,0.8372321927694406,4,42863,25311
489,EMP_087,Sales,Reduce operational costs,Complete 90% of sprint goals,0.987,0.712,2024-10-18,2024-12-31,Completed,High,102,139,0.7341005399476005,2,28831,27259
490,EMP_004,Sales,Reduce operational costs,Complete 90% of sprint goals,0.997,0.738,2024-01-29,2024-12-31,Completed,Low,53,123,0.7730638951271969,5,29976,30648
491,EMP_023,Engineering,Boost sales performance,Achieve 95% customer satisfaction score,0.84,0.472,2024-06-06,2024-12-31,Active,Low,142,156,0.7936052136888571,6,12910,35904
492,EMP_032,Finance,Expand market reach,Achieve 95% customer satisfaction score,1.0,0.895,2024-07-14,2024-12-31,Completed,Medium,127,207,0.8385359164493608,2,30020,31321
493,EMP_094,Engineering,Boost sales performance,Reduce bug reports by 30%,0.657,0.765,2024-10-17,2024-12-31,Active,High,60,103,0.887651013817062,1,14503,18410
494,EMP_020,Engineering,Improve product quality,Achieve 95% customer satisfaction score,0.431,1.0,2024-02-24,2024-12-31,Active,High,140,60,0.9159451241113611,7,46196,8904
495,EMP_026,Engineering,Expand market reach,Reduce bug reports by 30%,0.682,0.93,2024-05-01,2024-12-31,Active,Low,98,108,0.7171497470984876,2,18335,23851
496,EMP_082,Operations,Improve product quality,Reduce costs by 15%,0.71,0.951,2024-11-15,2024-12-31,Active,Medium,145,139,0.707332410477966,4,47942,21978
497,EMP_011,Engineering,Enhance team productivity,Enter 3 new markets,0.588,0.73,2024-04-10,2024-12-31,Active,High,68,77,0.8575694940005093,2,33942,24622
498,EMP_038,Marketing,Improve product quality,Increase revenue by 25%,0.944,0.473,2024-05-02,2024-12-31,Completed,High,178,140,0.79381579006483,2,25365,30713
499,EMP_074,Marketing,Increase customer satisfaction,Increase revenue by 25%,0.854,0.653,2024-11-18,2024-12-31,Active,High,117,177,0.85601001939064,1,29596,25201
500,EMP_096,Sales,Reduce operational costs,Reduce costs by 15%,1.0,0.789,2024-01-09,2024-12-31,Completed,High,154,126,1.0431111068862537,2,28495,34294
